20110801,47.0,48.0,47.0,5100
20110802,46.0,47.0,46.5,3800
20110803,45.0,46.25,45.75,15300
20110804,45.0,46.5,45.75,8300
20110805,45.75,46.5,45.75,11900
20110808,45.0,46.0,45.25,6800
20110809,45.0,45.75,45.25,13200
20110810,45.0,45.5,45.0,6800
20110811,44.0,45.0,44.75,1.38M
20110812,44.0,45.0,44.5,3000
20110815,45.0,45.5,45.0,11700
20110816,44.5,46.0,45.0,13600
20110817,45.0,45.0,45.0,5800
20110818,45.0,48.0,47.75,168900
20110819,45.0,45.5,45.0,164400
20110822,43.0,45.0,44.75,152800
20110823,44.0,45.0,44.5,1400
20110824,41.0,48.0,47.0,186700
20110825,42.5,42.5,42.5,300
20110826,41.0,45.0,44.75,100200
20110829,40.75,42.0,41.5,4500
20110830,42.0,42.5,42.25,213600
20110831,42.0,42.5,42.25,213600
