20100701,17.0,17.2,17.05,339300
20100702,17.0,17.1,17.05,82700
20100705,16.5,17.1,17.0,703900
20100706,16.5,17.1,16.95,184800
20100707,16.8,17.0,16.95,726800
20100708,17.0,17.1,17.0,395300
20100709,16.5,17.1,17.0,118000
20100712,17.0,17.1,17.0,218600
20100713,17.0,17.5,17.2,399400
20100714,17.0,17.85,17.25,578100
20100715,17.0,18.0,17.8,286700
20100716,17.2,17.55,17.35,122000
20100719,17.15,17.8,17.4,297200
20100720,17.4,17.9,17.55,258900
20100721,17.0,17.45,17.1,203300
20100722,17.0,17.1,17.0,199700
20100723,16.5,17.05,16.95,215500
20100726,16.9,17.3,17.0,321700
20100727,17.0,17.05,17.0,146300
20100728,17.0,17.1,17.05,163900
20100729,17.1,17.4,17.25,92100
20100730,17.3,17.95,17.45,263200
