Code;Name;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
EGAD;Eaagads Ltd;25.0;25.0;25.0;26.0;200
KUKZ;Kakuzi;90.0;90.0;90.0;90.0;-
KAPC;Kapchorua Tea Kenya Plc;130.0;130.0;130.0;130.0;100
LIMT;Limuru Tea Plc;500.0;500.0;500.0;500.0;-
SASN;Sasini Tea and Coffee Ltd;14.5;15.4;14.75;14.95;17400
WTK;Williamson Tea Kenya Plc;225.0;230.0;228.0;228.0;8900
CGEN;Car and General (K) Ltd;28.0;28.0;28.0;28.0;2000
ABSA;ABSA Bank Kenya Plc;17.55;17.75;17.6;17.7;113800
COOP;Co-operative Bank of Kenya Ltd;17.8;18.05;17.9;18.0;244300
DTK;Diamond Trust Bank Kenya Ltd;191.0;191.0;191.0;193.0;8700
EQTY;Equity Group Holdings Ltd;33.25;34.0;33.25;33.5;871200
HFCK;HF Group Ltd;30.75;32.0;31.55;31.65;98200
IMH;I & M Holdings Plc;120.0;120.0;120.0;120.0;50000
KCB;KCB Group Plc;44.5;45.0;44.75;44.5;1782600
NBK;National Bank of Kenya Ltd;27.5;28.5;27.75;28.25;12800
NCBA;NCBA Group Plc;60.0;60.5;60.0;60.0;38200
SBIC;Stanbic Holdings Plc;82.0;83.5;83.0;83.5;22200
SCBK;Standard Chartered Bank Kenya Ltd;285.0;288.0;286.25;298.0;2400
EVRD;Eveready East Africa Ltd;2.7;2.75;2.7;2.75;5700
XPRS;Express Ltd;3.95;3.95;3.95;4.0;8600
KQ;Kenya Airways Plc;13.55;13.7;13.55;13.65;732200
LKL;Longhorn Publishers Plc;13.1;13.1;13.1;13.1;-
NMG;Nation Media Group Plc;320.0;320.0;320.0;320.0;114500
SMER;Sameer Africa Plc;5.15;5.45;5.35;5.15;19400
SGL;Standard Group Ltd;28.0;28.0;28.0;27.75;3500
TPSE;TPS Eastern Africa (Serena) Ltd;45.0;46.0;45.75;46.0;150700
UCHM;Uchumi Supermarket Ltd;20.0;20.25;20.0;19.95;25800
SCAN;WPP ScanGroup Plc;52.0;54.0;53.0;53.5;4700
ARM;ARM Cement Ltd;85.0;86.0;85.0;85.0;539300
BAMB;Bamburi Cement Ltd;200.0;200.0;200.0;200.0;1100
CRWN;Crown Berger Ltd;75.0;75.0;75.0;75.0;500
CABL;East African Cables Ltd;16.5;17.3;16.65;16.75;15700
PORT;East African Portland Cement Ltd;82.0;86.5;85.5;85.0;700
KENO;KenolKobil Ltd;9.0;9.1;9.0;9.05;173400
KEGN;Kenya Electricity Generating Company Plc;15.0;15.6;15.35;15.6;84500
KPLC;Kenya Power and Lighting Ltd;14.4;14.5;14.4;14.5;137600
KPLC-P4;KPLC-P4;7.5;7.5;7.5;7.5;-
KPLC-P7;KPLC-P7;5.5;5.5;5.5;5.5;-
TOTL;Total Kenya Ltd;22.5;24.0;23.25;24.25;5700
UMME;Umeme Ltd;13.0;13.0;13.0;13.0;-
BRIT;Britam Holdings Ltd;14.8;15.05;14.95;15.0;680800
CIC;CIC Insurance Group Ltd;5.3;5.4;5.35;5.3;373500
JUB;Jubilee Holdings Ltd;291.0;292.0;291.0;291.0;4300
KNRE;Kenya Re-Insurance Corporation Ltd;15.6;15.85;15.8;15.85;214000
LBTY;Liberty Kenya Holdings Ltd;13.0;14.2;13.65;13.75;10300
SLAM;Sanlam Kenya Plc;84.0;87.5;85.0;85.0;6400
CTUM;Centum Investment Company Ltd;31.5;32.75;32.45;32.5;2331700
HAFR;Home Afrika Ltd;6.0;6.2;6.05;6.05;391600
OCH;Olympia Capital Holdings Ltd;4.1;4.2;4.1;4.0;3200
TCL;Trans-Century Ltd;28.5;28.5;28.5;28.5;58500
BAT;BAT Kenya Plc;560.0;570.0;564.0;571.0;1800
BOC;BOC Kenya Plc;125.0;125.0;125.0;122.0;50300
CARB;Carbacid Investments Plc;47.0;50.5;49.75;50.0;7600
EABL;East African Breweries Ltd;291.0;296.0;294.0;290.0;476500
ORCH;Kenya Orchards Ltd;3.0;3.0;3.0;3.0;-
MSC;Mumias Sugar Company Ltd;3.35;3.4;3.35;3.4;352300
UNGA;Unga Group Ltd;17.55;18.0;17.55;17.55;2600
SCOM;Safaricom Plc;9.9;10.2;10.05;10.2;26984800
^FNK15;FTSE NSE Kenya 15 Index;171.36;171.36;171.36;171.66;-
^FNK25;FTSE NSE Kenya 25 Index;173.06;173.06;173.06;173.24;-
^N20I;NSE 20-Share Index;4913.55;4913.55;4913.55;4943.64;-
^NASI;NSE All-Share Index;133.92;133.92;133.92;134.62;-
;;;;;;
