20080701,20.25,21.0,20.5,985200
20080702,20.5,21.25,21.0,1.17M
20080703,21.0,21.5,21.0,711500
20080704,21.0,21.5,21.0,744800
20080707,20.5,21.25,21.0,608700
20080708,20.0,21.0,20.5,381900
20080709,20.5,21.0,20.5,137100
20080710,20.25,21.0,20.5,349700
20080711,20.25,20.75,20.5,178100
20080714,20.25,21.0,20.5,910000
20080715,20.0,20.75,20.0,2.68M
20080716,20.0,20.5,20.0,363600
20080717,20.0,21.0,20.5,318800
20080718,19.75,20.5,20.0,515700
20080721,20.0,21.0,20.25,181200
20080722,19.75,20.5,20.0,987900
20080723,19.8,20.25,19.95,566700
20080724,19.75,20.5,19.95,944000
20080725,19.5,20.0,19.85,172600
20080728,19.5,20.5,19.95,490500
20080729,19.75,21.0,20.0,1.06M
20080730,19.5,20.0,19.8,63600
20080731,19.45,20.0,19.8,263000
