20070201,29.0,33.0,30.75,457600
20070202,29.0,33.0,30.0,492700
20070205,28.5,33.0,30.25,411600
20070206,27.25,32.5,30.0,727700
20070207,30.25,33.0,31.0,325400
20070208,30.0,33.0,30.5,571100
20070209,30.0,33.0,31.0,1.33M
20070212,30.0,33.0,30.75,453100
20070213,30.0,32.0,30.75,372900
20070214,27.5,33.0,30.0,509300
20070215,27.75,32.5,29.25,394200
20070216,27.75,31.0,30.25,1.68M
20070219,28.5,33.0,31.25,1.14M
20070220,29.0,31.5,29.25,526800
20070221,28.0,31.75,29.25,785100
20070222,26.0,37.0,29.0,546100
20070223,26.0,30.5,28.0,647200
20070226,26.5,29.75,28.25,276700
20070227,26.0,30.0,27.5,233300
20070228,24.75,28.75,25.75,384000
