EGAD;Eaagads Ltd;18.5;18.5;18.5;100
KUKZ;Kakuzi;40.0;40.0;40.0;5000
REA;Rea Vipingo Plantations Ltd;22.0;24.5;23.0;157500
SASN;Sasini Tea and Coffee Ltd;57.5;64.0;60.5;90300
WTK;Williamson Tea Kenya Ltd;74.0;75.0;74.5;1900
C&G;Car and General (K) Ltd;57.0;59.0;57.5;5400
CMC;CMC Holdings Ltd;115.0;120.0;117.0;6700
FIRE;Sameer Africa Ltd;14.5;16.95;16.05;63800
BBK;Barclays Bank Ltd;360.0;389.0;382.0;46300
DTK;Diamond Trust Bank Kenya Ltd;70.0;75.0;71.5;106700
EQTY;Equity Group Holdings Ltd;125.0;134.0;128.0;42000
HFCK;HF Group Limited;45.0;52.0;47.25;148000
KCB;Kenya Commercial Bank Ltd;192.0;198.0;195.0;150600
NBK;National Bank of Kenya Ltd;56.0;61.0;59.0;60200
NIC;NIC Bank Ltd;94.0;99.0;96.0;13700
CFC;Stanbic Holdings Ltd;84.0;85.0;84.0;4100
SCBK;Standard Chartered Bank Ltd;178.0;185.0;182.0;39100
XPRS;Express Ltd;24.0;26.0;25.25;392700
KQ;Kenya Airways Ltd;125.0;132.0;128.0;242800
NMG;Nation Media Group;230.0;240.0;233.0;3000
SGL;Standard Group Ltd;52.0;55.0;54.5;24400
TPSE;TPS Eastern Africa (Serena) Ltd;83.0;90.0;85.5;158700
SCAN;WPP ScanGroup Ltd;24.0;27.5;25.0;412500
ARM;ARM Cement Ltd;80.0;85.0;84.5;34900
BAMB;Bamburi Cement Ltd;190.0;190.0;190.0;800
BERG;Crown Berger Ltd;33.5;34.0;33.75;4000
CABL;East African Cables Ltd;65.0;70.0;69.0;621600
PORT;East African Portland Cement Ltd;130.0;130.0;130.0;400
KENO;KenolKobil Ltd;105.0;110.0;106.0;35200
KEGN;Kenya Electricity Generating Company Ltd;31.5;35.0;33.25;2.60M
KPLC;Kenya Power and Lighting Ltd;245.0;254.0;251.0;387400
TOTL;Total Kenya Ltd;35.5;37.0;36.25;27100
JUB;Jubilee Holdings Ltd;188.0;190.0;189.0;1600
PAFR;Sanlam Kenya Plc;85.0;87.0;86.0;200
ICDC;Centum Investment Company Ltd;498.0;560.0;517.0;67700
OCH;Olympia Capital Holdings Ltd;27.0;32.0;30.5;41900
BAT;British American Tobacco Kenya Ltd;193.0;200.0;193.0;51100
EABL;East African Breweries Ltd;142.0;145.0;144.0;16300
MSC;Mumias Sugar Company Ltd;54.0;56.5;55.0;402000
UNGA;Unga Group Ltd;16.1;16.5;16.2;17700
^N20I;NSE 20-Share Index;4910.6;4910.6;4910.6;-
;;;;;
