Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20150803;2.5;2.6;2.5;2.45;23000
20150804;2.5;2.55;2.5;2.5;98200
20150805;2.5;2.6;2.55;2.5;80700
20150806;2.5;2.6;2.5;2.55;43000
20150807;2.45;2.6;2.45;2.5;49700
20150810;2.45;2.5;2.45;2.45;72800
20150811;2.3;2.5;2.35;2.45;1175900
20150812;2.35;2.45;2.35;2.35;1096700
20150813;2.35;2.45;2.35;2.35;532100
20150814;2.35;2.4;2.35;2.35;298800
20150817;2.3;2.4;2.3;2.35;335100
20150818;2.25;2.4;2.3;2.3;289100
20150819;2.25;2.35;2.25;2.3;173200
20150820;2.2;2.3;2.2;2.25;59000
20150821;2.15;2.25;2.2;2.2;95500
20150824;2.0;2.25;2.05;2.2;686200
20150825;2.1;2.2;2.15;2.05;102200
20150826;2.1;2.2;2.15;2.15;149600
20150827;2.0;2.1;2.0;2.15;701600
20150828;1.95;2.1;2.05;2.0;2340100
20150831;1.95;2.05;2.0;2.05;167400
