20170901;40.0;44.0;43.0;43.5;130700
20170904;40.5;42.75;41.75;43.0;44500
20170905;41.5;42.75;42.0;41.75;235400
20170906;41.0;43.0;42.0;42.0;116800
20170907;41.25;42.75;42.0;42.0;1.60M
20170908;42.0;43.0;42.0;42.0;259900
20170911;41.5;42.0;41.75;42.0;713000
20170912;41.75;42.0;41.75;41.75;226600
20170913;41.0;41.75;41.25;41.75;107100
20170914;41.5;42.0;41.75;41.25;75200
20170915;41.0;42.0;41.5;41.75;43200
20170918;40.5;42.0;41.0;41.5;241800
20170919;40.5;41.5;41.0;41.0;720100
20170920;40.75;41.25;40.75;41.0;817200
20170921;41.0;43.0;41.0;40.75;152000
20170922;41.0;43.0;41.25;41.0;190100
20170925;40.5;42.0;41.25;41.25;72000
20170926;41.25;42.0;41.5;41.25;31600
20170927;41.5;42.25;41.75;41.5;405100
20170928;40.0;41.0;40.25;41.75;528800
20170929;40.75;41.5;40.75;40.25;193000
