Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20140102;5.45;5.95;5.8;5.9;185900
20140103;5.75;5.95;5.8;5.8;142100
20140106;5.7;5.95;5.8;5.8;506400
20140107;5.75;6.0;5.85;5.8;484600
20140108;5.75;6.0;5.9;5.85;437400
20140109;5.8;6.0;5.85;5.9;431500
20140110;5.7;5.9;5.8;5.85;779400
20140113;5.65;5.9;5.75;5.8;257900
20140114;5.7;5.9;5.8;5.75;793100
20140115;5.25;5.85;5.65;5.8;515000
20140116;5.7;5.95;5.75;5.65;198200
20140117;5.7;5.85;5.7;5.75;413500
20140120;5.7;5.85;5.8;5.7;984400
20140121;5.8;6.05;5.85;5.8;3573300
20140122;6.05;6.3;6.15;5.85;3167100
20140123;6.25;6.6;6.4;6.15;1141100
20140124;6.35;6.6;6.45;6.4;2963400
20140127;6.4;6.6;6.5;6.45;997900
20140128;6.4;6.85;6.55;6.5;6049700
20140129;6.5;6.9;6.65;6.55;1847200
20140130;6.6;6.9;6.7;6.65;1549300
20140131;6.35;6.9;6.5;6.7;3868400
