Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20180301;11.0;11.6;11.25;11.0;4430900
20180302;11.1;11.25;11.1;11.25;349000
20180305;11.05;11.15;11.05;11.1;272300
20180306;11.05;11.2;11.1;11.05;664100
20180307;11.15;11.3;11.2;11.1;661400
20180308;11.05;11.3;11.2;11.2;642000
20180309;11.05;11.3;11.1;11.2;2039800
20180312;11.05;11.3;11.2;11.1;513600
20180313;11.0;11.8;11.45;11.2;2123400
20180314;11.55;11.8;11.65;11.45;1736000
20180315;11.65;12.0;11.95;11.65;1344000
20180316;11.8;12.0;11.95;11.95;1177300
20180319;11.95;12.5;12.2;11.95;2086300
20180320;12.2;12.45;12.3;12.2;3218100
20180321;12.4;12.9;12.65;12.3;1616600
20180322;12.4;12.8;12.65;12.65;1254400
20180323;12.5;12.7;12.6;12.65;1139900
20180326;12.65;12.75;12.65;12.6;1571200
20180327;12.5;12.7;12.6;12.65;4629900
20180328;12.5;12.65;12.55;12.6;940000
20180329;12.5;12.7;12.55;12.55;946700
