20150202,27.0,29.75,28.5,278900
20150203,28.25,29.75,28.75,324700
20150204,29.5,30.5,29.75,1.16M
20150205,29.0,30.5,29.75,2.98M
20150206,29.0,30.0,29.25,106100
20150209,28.75,29.5,29.0,192500
20150210,29.0,30.0,29.0,138300
20150211,28.75,29.25,28.75,275100
20150212,28.75,30.0,29.0,106600
20150213,29.0,29.5,29.0,49500
20150216,28.75,29.75,29.25,243900
20150217,29.5,30.0,29.75,1.16M
20150218,29.5,30.0,29.75,777200
20150219,29.5,30.0,29.5,116100
20150220,29.5,30.0,29.5,303100
20150223,29.0,30.0,29.5,392600
20150224,28.5,29.5,28.75,374100
20150225,28.25,29.5,29.0,400600
20150226,29.5,30.0,29.5,363000
20150227,29.25,29.75,29.5,566300
