20130301,16.75,17.5,16.95,1.13M
20130304,16.75,17.5,16.95,1.13M
20130305,16.9,17.5,17.0,1.72M
20130306,16.8,17.5,16.95,1.60M
20130307,17.0,17.2,17.1,220100
20130308,17.25,17.5,17.35,688200
20130311,17.0,17.5,17.2,558700
20130312,17.05,18.5,17.95,1.10M
20130313,17.4,18.5,18.3,2.36M
20130314,16.5,17.95,16.95,425600
20130315,16.2,17.0,16.3,822700
20130318,16.0,17.05,16.35,232400
20130319,16.35,16.7,16.55,1.58M
20130320,16.5,16.95,16.65,1.82M
20130321,16.5,16.95,16.6,437400
20130322,16.6,16.8,16.6,1.80M
20130325,16.6,16.8,16.65,2.02M
20130326,16.6,16.7,16.65,1.63M
20130327,16.7,17.2,16.9,810100
20130328,16.95,17.3,17.0,1.09M
