Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20180403;12.6;13.0;12.75;12.55;1252600
20180404;12.8;13.0;12.8;12.75;1322500
20180405;12.85;13.0;12.95;12.8;376200
20180406;12.95;13.0;12.95;12.95;2263000
20180409;12.9;13.0;12.95;12.95;1639700
20180410;12.95;13.3;12.95;12.95;5302800
20180411;12.85;13.0;12.9;12.95;985800
20180412;12.85;13.2;12.95;12.9;1004200
20180413;13.0;13.4;13.0;12.95;10219200
20180416;13.0;13.4;13.35;13.0;494500
20180417;13.25;13.4;13.3;13.35;1413600
20180418;13.0;13.3;13.2;13.3;526500
20180419;12.95;13.15;13.0;13.2;1787200
20180420;12.85;13.1;12.95;13.0;1526800
20180423;12.8;12.9;12.8;12.95;340900
20180424;12.65;12.85;12.7;12.8;931200
20180425;12.7;13.4;13.1;12.7;1940800
20180426;13.1;13.5;13.35;13.1;2301900
20180427;13.15;13.45;13.35;13.35;899500
20180430;13.1;13.5;13.25;13.35;801200
