20090803,16.0,16.5,16.35,33100
20090804,16.0,16.3,16.1,15000
20090805,16.0,16.45,16.2,40700
20090806,16.3,16.4,16.35,25100
20090807,16.4,16.5,16.4,7300
20090810,16.4,16.5,16.4,29300
20090811,16.5,16.8,16.55,19200
20090812,16.5,17.0,16.65,58400
20090813,16.5,17.4,16.75,54800
20090814,16.55,16.75,16.55,55000
20090817,16.6,16.8,16.65,14700
20090818,16.5,16.65,16.55,85700
20090819,16.5,16.7,16.5,77700
20090820,16.5,16.8,16.55,232100
20090821,16.4,16.55,16.5,67600
20090824,16.4,16.6,16.45,25600
20090825,16.4,16.6,16.45,25600
20090826,16.2,16.5,16.35,39600
20090827,16.0,16.3,16.15,31800
20090828,15.9,16.15,15.95,45200
20090831,15.9,16.0,15.9,38800
