20120702,10.3,10.65,10.55,54000
20120703,10.3,10.65,10.55,45000
20120704,10.5,10.6,10.55,19500
20120705,10.5,10.65,10.55,444000
20120706,10.55,10.85,10.7,35600
20120709,10.55,10.8,10.6,59500
20120710,10.55,10.7,10.6,64100
20120711,10.0,10.7,10.45,73900
20120712,10.0,10.75,10.35,22400
20120713,10.0,10.35,10.05,13600
20120716,10.0,10.5,10.15,18000
20120717,10.0,10.1,10.0,26100
20120718,10.0,10.1,10.0,47900
20120719,9.05,10.0,9.35,22000
20120720,9.15,10.0,9.85,64700
20120723,9.5,10.0,9.85,30800
20120724,9.85,10.0,9.9,74900
20120725,10.0,10.1,10.0,133200
20120726,9.9,10.05,9.95,56000
20120727,9.95,10.1,10.0,57500
20120730,9.9,10.1,10.05,45100
20120731,10.0,10.5,10.2,375600
