EGAD;Eaagads Ltd;18.95;18.95;18.95;2500
KUKZ;Kakuzi;40.0;42.0;40.5;300
REA;Rea Vipingo Plantations Ltd;21.75;24.5;23.0;311600
SASN;Sasini Tea and Coffee Ltd;75.0;80.0;79.5;281800
WTK;Williamson Tea Kenya Ltd;74.0;74.0;74.0;300
C&G;Car and General (K) Ltd;53.0;58.0;53.0;3600
CMC;CMC Holdings Ltd;120.0;125.0;121.0;57700
FIRE;Sameer Africa Ltd;18.5;19.5;19.45;624500
BBK;Barclays Bank Ltd;470.0;515.0;505.0;389700
DTK;Diamond Trust Bank Kenya Ltd;72.0;74.0;72.5;58700
EQTY;Equity Group Holdings Ltd;125.0;135.0;134.0;140400
HFCK;HF Group Limited;43.0;46.75;45.25;179300
KCB;Kenya Commercial Bank Ltd;192.0;200.0;197.0;264300
NBK;National Bank of Kenya Ltd;57.0;66.0;59.5;88900
NIC;NIC Bank Ltd;92.0;100.0;98.0;9600
CFC;Stanbic Holdings Ltd;85.0;90.0;88.5;17200
SCBK;Standard Chartered Bank Ltd;190.0;200.0;193.0;179500
XPRS;Express Ltd;24.0;26.0;25.25;255200
KQ;Kenya Airways Ltd;100.0;129.0;125.0;276600
NMG;Nation Media Group;236.0;258.0;240.0;63900
SGL;Standard Group Ltd;52.0;53.0;52.5;3800
TPSE;TPS Eastern Africa (Serena) Ltd;90.0;96.0;92.5;76100
SCAN;WPP ScanGroup Ltd;22.5;26.0;25.25;421500
ARM;ARM Cement Ltd;84.0;87.0;86.0;63500
BAMB;Bamburi Cement Ltd;190.0;198.0;190.0;117600
BERG;Crown Berger Ltd;34.0;36.0;34.5;37500
CABL;East African Cables Ltd;54.0;59.5;58.0;483500
PORT;East African Portland Cement Ltd;132.0;132.0;132.0;2500
KENO;KenolKobil Ltd;103.0;115.0;110.0;54500
KEGN;Kenya Electricity Generating Company Ltd;34.0;37.0;34.25;1.54M
KPLC;Kenya Power and Lighting Ltd;239.0;241.0;239.0;540100
TOTL;Total Kenya Ltd;34.0;37.0;35.5;121200
JUB;Jubilee Holdings Ltd;190.0;195.0;192.0;15200
PAFR;Sanlam Kenya Plc;80.0;85.0;82.0;2600
ICDC;Centum Investment Company Ltd;370.0;430.0;403.0;244100
OCH;Olympia Capital Holdings Ltd;32.5;34.0;33.0;14600
BAT;British American Tobacco Kenya Ltd;190.0;196.0;193.0;116900
EABL;East African Breweries Ltd;145.0;150.0;147.0;464500
MSC;Mumias Sugar Company Ltd;51.5;59.0;55.0;385400
UNGA;Unga Group Ltd;16.15;17.0;16.65;21500
^N20I;NSE 20-Share Index;5106.65;5106.65;5106.65;-
;;;;;
