EGAD;Eaagads Ltd;18.0;19.5;18.0;605800
KUKZ;Kakuzi;41.5;41.5;41.5;9400
REA;Rea Vipingo Plantations Ltd;22.0;24.75;23.0;2.44M
SASN;Sasini Tea and Coffee Ltd;87.0;95.0;94.5;329800
C&G;Car and General (K) Ltd;55.0;55.0;55.0;1000
CMC;CMC Holdings Ltd;130.0;148.0;143.0;290200
FIRE;Sameer Africa Ltd;21.25;23.25;22.75;7.19M
BBK;Barclays Bank Ltd;450.0;500.0;463.0;188100
DTK;Diamond Trust Bank Kenya Ltd;72.0;75.0;73.0;55700
EQTY;Equity Group Holdings Ltd;137.0;146.0;139.0;431600
HFCK;HF Group Limited;43.0;47.0;45.5;133800
KCB;Kenya Commercial Bank Ltd;195.0;215.0;204.0;66200
NBK;National Bank of Kenya Ltd;58.5;62.0;61.0;96200
NIC;NIC Bank Ltd;99.0;101.0;100.0;18600
CFC;Stanbic Holdings Ltd;81.0;93.0;88.0;39000
SCBK;Standard Chartered Bank Ltd;197.0;218.0;207.0;33200
XPRS;Express Ltd;25.25;28.0;26.0;156000
KQ;Kenya Airways Ltd;117.0;126.0;123.0;335500
NMG;Nation Media Group;250.0;270.0;263.0;8100
SGL;Standard Group Ltd;55.0;74.5;62.0;70300
TPSE;TPS Eastern Africa (Serena) Ltd;83.0;90.0;85.5;128100
SCAN;WPP ScanGroup Ltd;22.5;25.0;24.5;391500
ARM;ARM Cement Ltd;85.0;88.0;87.0;54800
BAMB;Bamburi Cement Ltd;200.0;220.0;209.0;7100
BERG;Crown Berger Ltd;36.5;37.0;36.75;16200
CABL;East African Cables Ltd;53.0;57.0;55.0;363700
PORT;East African Portland Cement Ltd;132.0;132.0;132.0;1000
KENO;KenolKobil Ltd;107.0;110.0;109.0;160200
KEGN;Kenya Electricity Generating Company Ltd;33.0;35.0;34.5;3.67M
KPLC;Kenya Power and Lighting Ltd;250.0;286.0;274.0;341700
TOTL;Total Kenya Ltd;34.5;36.0;35.0;133500
JUB;Jubilee Holdings Ltd;200.0;200.0;200.0;13700
PAFR;Sanlam Kenya Plc;77.0;85.0;82.0;2200
ICDC;Centum Investment Company Ltd;400.0;441.0;410.0;308700
OCH;Olympia Capital Holdings Ltd;35.0;36.5;35.25;31500
BAT;British American Tobacco Kenya Ltd;193.0;198.0;193.0;59200
EABL;East African Breweries Ltd;140.0;146.0;141.0;433800
MSC;Mumias Sugar Company Ltd;52.0;55.0;53.5;520000
UNGA;Unga Group Ltd;17.15;18.0;17.75;95100
^N20I;NSE 20-Share Index;5314.36;5314.36;5314.36;-
;;;;;
