Code;Name;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
EGAD;Eaagads Ltd;37.0;37.0;37.0;37.0;1100
KAPC;Kapchorua Tea Kenya Plc;95.0;95.0;95.0;95.0;14400
SASN;Sasini Tea and Coffee Ltd;120.0;130.0;125.0;125.0;142500
WTK;Williamson Tea Kenya Plc;110.0;115.0;113.0;110.0;3000
CGEN;Car and General (K) Ltd;50.0;56.0;55.0;54.5;21800
ABSA;ABSA Bank Kenya Plc;83.0;89.0;86.5;91.0;55400
DTK;Diamond Trust Bank Kenya Ltd;70.0;71.5;71.0;72.0;69300
EQTY;Equity Group Holdings Ltd;130.0;137.0;131.0;135.0;31500
HFCK;HF Group Ltd;38.5;41.5;40.55;41.9;52900
KCB;KCB Group Plc;205.0;215.0;211.0;215.0;106400
NBK;National Bank of Kenya Ltd;54.0;58.5;56.5;59.0;53400
NCBA;NCBA Group Plc;96.0;104.0;101.75;101.25;37500
SBIC;Stanbic Holdings Plc;85.0;92.0;88.5;86.5;1900
SCBK;Standard Chartered Bank Kenya Ltd;195.0;209.0;202.25;209.75;74100
XPRS;Express Ltd;23.0;25.5;24.5;25.75;24100
KQ;Kenya Airways Plc;116.0;123.0;118.0;120.0;54800
NMG;Nation Media Group Plc;307.0;350.0;331.0;343.0;92800
SMER;Sameer Africa Plc;24.75;27.75;26.5;28.5;115800
SGL;Standard Group Ltd;54.0;59.0;57.5;54.5;13700
TPSE;TPS Eastern Africa (Serena) Ltd;80.5;89.0;85.5;85.0;53300
SCAN;WPP ScanGroup Plc;20.0;22.0;20.75;21.25;332700
ARM;ARM Cement Ltd;82.0;86.0;84.5;83.5;30700
BAMB;Bamburi Cement Ltd;200.0;220.0;206.0;212.0;27200
CRWN;Crown Berger Ltd;38.5;40.0;38.75;38.75;5100
CABL;East African Cables Ltd;39.5;45.0;43.5;43.75;110800
PORT;East African Portland Cement Ltd;130.0;130.0;130.0;130.0;500
KENO;KenolKobil Ltd;107.0;108.0;107.0;108.0;900
KEGN;Kenya Electricity Generating Company Plc;30.0;33.0;31.5;32.0;1511600
KPLC;Kenya Power and Lighting Ltd;245.0;266.0;252.0;271.0;223500
TOTL;Total Kenya Ltd;34.0;34.0;34.0;33.5;5500
JUB;Jubilee Holdings Ltd;320.0;360.0;336.0;356.0;12700
SLAM;Sanlam Kenya Plc;83.0;86.0;85.0;82.5;1500
CTUM;Centum Investment Company Ltd;347.0;376.0;363.75;359.0;32100
OCH;Olympia Capital Holdings Ltd;23.75;25.0;23.75;24.5;26900
BAT;BAT Kenya Plc;195.0;195.0;195.0;195.0;43000
EABL;East African Breweries Ltd;138.0;141.0;140.0;139.0;22800
MSC;Mumias Sugar Company Ltd;53.0;55.0;54.5;54.0;274600
UNGA;Unga Group Ltd;18.5;19.0;18.75;18.7;4600
^N20I;NSE 20-Share Index;5553.08;5553.08;5553.08;5615.2;-
;;;;;;
