Date;Lowest Price of the Day;Highest Price of the Day;Closing Price;Previous Day Closing Price;Volume Traded
20130301;16.75;17.5;16.95;16.6;1134800
20130304;16.75;17.5;16.95;16.6;1134800
20130305;16.9;17.5;17.0;16.95;1720100
20130306;16.8;17.5;16.95;17.0;1600500
20130307;17.0;17.2;17.1;16.95;220100
20130308;17.25;17.5;17.35;17.1;688200
20130311;17.0;17.5;17.2;17.35;558700
20130312;17.05;18.5;17.95;17.2;1096900
20130313;17.4;18.5;18.3;17.95;2361300
20130314;16.5;17.95;16.95;18.3;425600
20130315;16.2;17.0;16.3;16.95;822700
20130318;16.0;17.05;16.35;16.3;232400
20130319;16.35;16.7;16.55;16.35;1584200
20130320;16.5;16.95;16.65;16.55;1818800
20130321;16.5;16.95;16.6;16.65;437400
20130322;16.6;16.8;16.6;16.6;1800600
20130325;16.6;16.8;16.65;16.6;2016000
20130326;16.6;16.7;16.65;16.65;1632200
20130327;16.7;17.2;16.9;16.65;810100
20130328;16.95;17.3;17.0;16.9;1085400
