20140701,12.25,12.5,12.3,817800
20140702,12.2,12.3,12.25,3.17M
20140703,12.2,12.45,12.3,17100
20140704,12.2,12.5,12.25,87500
20140707,12.3,12.5,12.3,11600
20140708,12.45,13.0,12.65,95300
20140709,12.5,13.25,12.65,140600
20140710,12.3,12.75,12.45,189500
20140711,12.5,12.5,12.5,4100
20140714,12.3,12.45,12.35,29300
20140715,12.0,12.5,12.0,401900
20140716,11.65,12.5,11.95,289600
20140717,11.7,12.0,11.95,54100
20140718,11.6,12.0,11.9,91600
20140721,11.65,12.2,11.95,475300
20140722,12.0,12.4,12.0,568100
20140723,11.5,12.35,11.95,427300
20140724,11.7,12.2,12.05,28800
20140725,11.0,12.0,11.2,125800
20140728,11.0,11.65,11.1,249700
20140729,11.0,11.65,11.1,249700
20140730,11.1,12.15,11.45,132100
20140731,12.1,12.4,12.1,24100
